,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Havoysund,90,NO,1575255643,94,71.0,24.66,33.8,34.45
375,Nicoya,20,CR,1575255645,74,10.15,-85.45,80.6,4.7
376,Skjervoy,100,NO,1575255646,84,70.03,20.97,35.37,43.11
377,Pacifica,90,US,1575255647,82,37.61,-122.49,57.99,24.16
378,Terney,100,RU,1575255648,79,45.05,136.61,25.25,4.34
379,Republic,90,US,1575255649,85,48.65,-118.74,25.0,1.95
380,Olga,1,US,1575255650,57,34.11,-118.17,62.6,8.05
381,Nampula,40,MZ,1575255651,100,-15.12,39.26,71.6,0.11
382,Front Royal,90,US,1575255512,100,38.92,-78.19,41.0,4.99
383,Pocone,10,BR,1575255654,82,-16.26,-56.62,77.11,2.91
384,Burns Lake,40,CA,1575255655,75,54.23,-125.76,13.53,0.56
385,Byron Bay,0,AU,1575255524,18,-28.65,153.62,93.0,19.46
386,Maceio,0,BR,1575255657,88,-9.67,-35.74,73.4,4.7
387,Egvekinot,100,RU,1575255658,92,66.32,-179.17,6.75,10.4
388,Berea,90,US,1575255659,86,37.57,-84.3,39.99,13.87
389,Calama,0,CL,1575255660,21,-22.46,-68.93,60.8,9.17
390,Manokwari,100,ID,1575255661,75,-0.87,134.08,80.47,6.62
391,Eenhana,100,NA,1575255662,84,-17.48,16.34,70.11,5.88
392,Ilo,54,PE,1575255663,84,-17.65,-71.34,68.27,6.46
393,San Patricio,0,PY,1575255664,67,-26.98,-56.83,65.75,9.91
394,Oriximina,28,BR,1575255665,54,-1.77,-55.87,83.12,5.28
395,Tessalit,0,ML,1575255666,16,20.2,1.01,63.95,5.37
396,La Ermita,75,ES,1575255668,77,38.52,-0.24,59.0,16.11
397,Totma,100,RU,1575255117,87,59.98,42.76,22.87,10.65
398,Grand Gaube,40,MU,1575255670,73,-20.01,57.66,77.0,11.41
399,Hamilton,90,CA,1575255535,97,43.26,-79.87,35.01,12.75
400,Russkaya Polyana,0,RU,1575255672,83,53.78,73.88,9.19,10.78
401,Matagami,100,NG,1575255673,26,9.67,8.4,69.12,4.76
402,Labuhan,100,ID,1575255674,62,-2.54,115.51,89.22,2.15
403,Rochefort,6,BE,1575255675,92,50.16,5.22,30.2,3.36
404,Attleboro,90,US,1575255581,97,41.94,-71.29,37.0,11.41
405,Luganville,20,VU,1575255677,58,-15.51,167.18,86.0,9.17
406,Janauba,2,BR,1575255678,86,-1.63,-45.47,76.91,4.9
407,Progreso,75,UY,1575255680,63,-34.68,-56.22,60.8,5.82
408,Cabra,75,ES,1575255681,93,37.47,-4.43,50.0,5.82
409,Mora,17,PT,1575255682,100,38.94,-8.17,50.0,9.08
410,Phaltan,34,IN,1575255683,81,17.99,74.43,71.2,9.22
411,Bud,90,NO,1575255684,68,62.91,6.91,35.6,14.99
412,Kasongo-Lunda,47,CD,1575255685,99,-6.48,16.82,66.42,0.87
413,Diu,54,IN,1575255686,56,20.71,70.98,77.94,18.45
414,Ambulu,0,ID,1575255687,84,-8.35,113.61,80.82,6.82
415,Athabasca,0,CA,1575255688,61,54.72,-113.29,14.81,5.64
416,Bell Ville,0,AR,1575255689,61,-32.63,-62.69,64.0,5.99
417,Kloulklubed,75,PW,1575255691,66,7.04,134.26,87.8,6.93
418,Linqing,0,CN,1575255692,16,36.85,115.71,37.62,6.55
419,Oktyabrskiy,40,RU,1575255693,92,55.61,37.97,23.0,4.47
420,Sanming,54,CN,1575255694,57,26.24,117.6,49.62,5.28
421,Port-Gentil,100,GA,1575255695,79,-0.72,8.78,81.14,9.98
422,Alice Town,0,BS,1575255696,72,25.72,-79.3,77.59,12.1
423,Trinidad,100,BO,1575255698,94,-14.83,-64.9,74.55,4.45
424,Baruun-Urt,98,MN,1575255699,68,46.68,113.28,6.67,13.06
425,Lokosovo,100,RU,1575255700,83,61.13,74.84,14.59,8.88
426,Gornyye Klyuchi,100,RU,1575255701,74,45.25,133.5,19.51,3.91
427,Rio Gallegos,99,AR,1575255519,68,-51.62,-69.22,57.2,27.51
428,Yarada,75,IN,1575255703,78,17.65,83.27,78.8,5.82
429,Maniitsoq,100,GL,1575255704,92,65.42,-52.9,27.41,15.41
430,Piacabucu,25,BR,1575255705,80,-10.41,-36.43,76.62,12.24
431,Revelstoke,90,CA,1575255706,85,50.99,-118.19,23.0,3.36
432,Alofi,100,NU,1575255707,74,-19.06,-169.92,80.6,6.93
433,Elat,100,CM,1575255708,99,2.91,11.16,67.15,2.95
434,Peabiru,3,BR,1575255709,83,-23.91,-52.35,77.0,3.36
435,Cowra,97,AU,1575255710,85,-33.84,148.69,45.0,5.99
436,Warnes,90,BO,1575255711,73,-17.51,-63.16,75.2,13.87
437,Namatanai,63,PG,1575255712,67,-3.66,152.44,84.4,2.64
438,Alice Springs,0,AU,1575255170,21,-23.7,133.88,84.2,14.99
439,Nata,71,BW,1575255714,27,-20.21,26.19,78.08,15.75
440,Atasu,91,KZ,1575255715,68,48.68,71.64,15.12,6.78
441,Ilhabela,100,BR,1575255562,88,-23.78,-45.36,73.56,7.34
442,Ozinki,91,RU,1575255718,90,51.2,49.73,25.92,11.79
443,Northam,0,AU,1575255719,31,-31.65,116.67,87.8,13.87
444,Benghazi,55,LY,1575255720,65,32.12,20.07,63.03,7.96
445,Luderitz,2,NA,1575255133,82,-26.65,15.16,59.0,12.75
446,Maputo,20,MZ,1575255722,88,-25.97,32.57,73.99,3.36
447,Galesong,40,ID,1575255723,63,-5.32,119.37,91.4,5.82
448,Marsh Harbour,0,BS,1575255724,72,26.54,-77.06,75.13,11.27
449,Bandarbeyla,64,SO,1575255725,76,9.49,50.81,79.12,28.95
450,Mindif,100,CM,1575255726,18,10.4,14.44,70.07,8.95
451,Tongchuan,0,CN,1575255727,37,34.9,108.95,37.4,8.95
452,Banda Aceh,100,ID,1575255715,83,5.56,95.32,78.84,3.36
453,Shenzhen,20,CN,1575255667,51,22.54,114.05,66.99,16.11
454,Male,0,UA,1575255730,91,50.74,33.7,26.85,5.93
455,Gazli,0,UZ,1575255731,53,40.13,63.45,48.85,7.52
456,Suntar,82,RU,1575255733,94,62.16,117.65,-25.92,3.94
457,Providencia,94,CO,1575255734,95,1.24,-77.6,48.97,5.23
458,Dryden,1,CA,1575255729,72,49.79,-92.84,14.0,2.01
459,Tiznit,97,MA,1575255736,92,29.7,-9.73,50.95,19.1
460,Khash,0,IR,1575255737,38,28.22,61.21,48.92,3.89
461,Dawson Creek,40,CA,1575255561,78,55.76,-120.23,32.0,9.17
462,Dali,0,CN,1575255739,18,34.79,109.94,39.81,9.24
463,Harper,1,US,1575255740,36,30.3,-99.24,48.99,5.82
464,Puerto Rondon,0,CO,1575255741,91,6.28,-71.1,75.06,3.76
465,Tura,0,RU,1575255742,100,64.27,100.22,-35.52,0.94
466,Saint-Francois,90,FR,1575255743,93,46.42,3.91,42.8,5.82
467,Kungurtug,99,RU,1575255744,90,50.6,97.53,5.61,0.76
468,Surt,78,LY,1575255746,78,31.21,16.59,58.26,11.21
469,Viedma,0,AR,1575255747,58,-40.81,-62.99,54.7,13.38
470,Sol-Iletsk,100,RU,1575255748,98,51.16,55.0,32.0,11.41
471,Otjimbingwe,73,NA,1575255749,20,-22.35,16.13,67.05,0.54
472,Celestun,0,MX,1575255750,81,20.87,-90.4,78.39,16.71
473,San Vicente,40,EC,1575255751,83,-0.59,-80.41,75.2,9.17
474,Tari,90,NG,1575255752,14,12.41,4.49,73.22,9.71
475,Olsztyn,100,PL,1575255753,90,53.78,20.48,32.0,11.03
476,Atherton,4,AU,1575255754,62,-17.27,145.48,87.8,10.29
477,Payakumbuh,100,ID,1575255755,88,-0.23,100.63,75.63,2.48
478,Yenagoa,61,NG,1575255756,95,4.92,6.26,75.07,2.53
479,Craigieburn,75,AU,1575255757,58,-37.6,144.94,59.0,24.16
480,Muros,75,ES,1575255758,87,42.77,-9.06,55.99,13.87
481,Atbasar,100,KZ,1575255759,82,51.81,68.36,12.42,9.44
482,Roald,92,NO,1575255760,73,62.58,6.12,35.6,8.05
483,Bambous Virieux,40,MU,1575255761,73,-20.34,57.76,77.0,11.41
484,Jiuquan,0,CN,1575255762,36,39.73,98.49,22.19,4.25
485,Pangnirtung,100,CA,1575255764,99,66.15,-65.72,-4.4,11.41
486,Saint-Augustin,90,CA,1575255765,62,45.63,-73.98,23.0,8.05
487,Luangwa,100,MZ,1575255766,86,-15.62,30.4,73.92,3.89
488,Gazanjyk,99,TM,1575255767,53,39.24,55.52,51.22,6.69
489,Tevriz,43,RU,1575255768,84,57.51,72.4,11.34,7.56
490,Raudeberg,100,NO,1575255769,74,61.99,5.14,37.4,20.8
491,Red Bluff,90,US,1575255762,93,40.18,-122.24,46.0,3.36
492,The Valley,40,AI,1575255771,78,18.22,-63.06,80.6,5.82
493,Mpongwe,75,ZM,1575255772,93,-13.51,28.16,63.55,3.8
494,Dolinsk,100,RU,1575255773,79,47.32,142.8,24.8,6.71
495,Lata,0,IN,1575255774,30,30.78,78.62,19.96,6.62
496,Yeppoon,0,AU,1575255775,15,-23.13,150.74,100.4,19.46
497,Oxford,90,US,1575255776,46,33.61,-85.83,50.0,18.34
498,El Seibo,40,DO,1575255603,94,18.76,-69.04,71.6,7.94
499,Paso del Macho,40,MX,1575255778,88,18.97,-96.73,77.0,13.87
500,Banjarmasin,100,ID,1575255779,62,-3.32,114.59,89.33,2.68
501,Jalu,0,LY,1575255781,76,29.03,21.55,55.35,4.7
502,Kodinsk,100,RU,1575255782,94,58.6,99.18,-1.89,1.41
503,Porto Novo,20,BR,1575255783,73,-23.68,-45.44,71.6,6.93
504,Aksha,96,RU,1575255784,84,50.28,113.29,2.3,3.6
505,Mazagao,20,BR,1575255785,100,-0.12,-51.29,82.4,9.17
506,Abu Zabad,0,SD,1575255786,36,12.35,29.25,66.11,13.67
507,Outjo,99,NA,1575255787,32,-20.11,16.16,69.8,1.12
508,Angoche,12,MZ,1575255788,88,-16.23,39.91,76.82,1.45
509,Videira,22,BR,1575255658,97,-27.01,-51.15,55.65,1.41
510,Wasilla,90,US,1575255768,92,61.58,-149.44,30.99,8.05
511,Rancho Palos Verdes,1,US,1575255791,71,33.75,-118.37,59.0,3.36
512,Misratah,3,LY,1575255792,76,32.38,15.09,66.74,19.55
513,Erzin,12,TR,1575255794,71,36.95,36.2,53.6,16.11
514,Sicuani,100,PE,1575255795,83,-14.27,-71.23,39.06,2.08
515,Turayf,0,SA,1575255796,93,31.68,38.65,50.0,6.93
516,Virginia Beach,90,US,1575255591,93,36.85,-75.98,62.6,6.93
517,Richards Bay,27,ZA,1575255798,79,-28.77,32.06,71.51,5.75
518,Bubaque,0,GW,1575255799,80,11.28,-15.83,81.61,10.13
519,Pacific Grove,90,US,1575255800,87,36.62,-121.92,55.99,5.82
520,Vagay,99,RU,1575255801,82,57.94,69.02,12.76,8.52
521,Pitimbu,40,BR,1575255758,83,-7.47,-34.81,78.8,4.7
522,Margherita,75,IN,1575255803,88,27.29,95.67,64.4,3.36
523,Manta,91,RO,1575255804,84,45.1,24.1,31.53,3.65
524,Kangaatsiaq,100,GL,1575255805,82,68.31,-53.46,27.37,6.85
525,Dingle,100,PH,1575255807,90,11.0,122.67,76.82,1.88
526,Rexburg,90,US,1575255808,73,43.82,-111.79,24.8,1.28
527,Vila,75,IT,1575255809,100,45.18,8.4,44.01,1.12
528,Sigli,85,ID,1575255811,70,5.38,95.96,82.38,5.84
529,Margate,75,AU,1575255812,54,-43.03,147.26,55.0,14.99
530,Taoudenni,58,ML,1575255813,23,22.68,-3.98,61.39,3.74
531,Chebenki,90,RU,1575255814,98,51.93,55.71,32.0,15.66
532,Pomezia,75,IT,1575255815,76,41.67,12.5,59.0,13.87
533,Rivera,0,UY,1575255816,59,-30.9,-55.54,53.71,6.87
534,Port Hardy,20,CA,1575255671,86,50.7,-127.42,28.4,5.82
535,Sweetwater,1,US,1575255818,31,32.47,-100.41,48.2,2.13
536,Cherepovets,90,RU,1575255819,79,59.13,37.92,28.4,8.95
537,Sarh,97,TD,1575255820,93,9.14,18.39,64.4,3.29
538,Madoc,90,CA,1575255821,92,43.71,-79.75,35.01,21.92
539,Port Augusta,75,AU,1575255822,56,-32.49,137.76,68.0,14.99
540,Maxixe,0,MZ,1575255823,77,-23.86,35.35,75.87,2.75
541,Valparaiso,90,US,1575255824,100,41.47,-87.06,37.4,12.75
542,Lima,20,PE,1575255722,88,-12.06,-77.04,68.0,11.41
543,Upington,0,ZA,1575255826,16,-28.46,21.24,73.4,4.7
544,Chiang Khong,33,LA,1575255827,88,20.27,100.41,68.0,1.12
545,Kirkwall,100,GB,1575255829,93,58.98,-2.96,46.0,3.36
546,Chapais,1,CA,1575255830,83,49.78,-74.86,-7.6,2.01
547,Laguna,31,BZ,1575255831,94,16.17,-88.94,75.2,1.7
548,Batagay-Alyta,82,RU,1575255832,98,67.8,130.41,-27.31,1.99
549,Lensk,100,RU,1575255833,97,60.71,114.91,-23.24,2.89
550,Rafai,90,CF,1575255834,63,4.95,23.92,67.55,0.45
551,Beyneu,45,KZ,1575255835,82,45.32,55.19,39.06,9.17
552,Khotynets,0,RU,1575255836,92,53.13,35.4,24.26,8.86
553,Bathsheba,75,BB,1575255837,78,13.22,-59.52,82.4,14.99
554,Ixtapa,40,MX,1575255838,83,20.71,-105.21,78.8,1.32
555,Kamogawa,75,JP,1575255840,88,35.13,140.08,66.2,16.11
556,Hennef,0,DE,1575255841,92,50.78,7.28,34.0,1.12
557,Long,0,FR,1575255842,100,50.04,1.98,34.0,5.82
558,Vieste,75,IT,1575255843,93,41.88,16.18,48.2,4.7
559,Aksu,0,KZ,1575255844,77,52.04,76.93,5.0,11.18
560,Ningxiang,0,CN,1575255845,100,28.28,112.55,39.2,2.24
561,Kawalu,52,ID,1575255846,72,-7.38,108.21,80.35,4.54
562,Half Moon Bay,90,US,1575255847,82,37.46,-122.43,57.99,24.16
563,Isla Vista,1,US,1575255848,50,34.41,-119.86,59.0,12.75
564,La Paz,20,MX,1575255849,68,24.15,-110.32,68.0,8.05
565,Terrace,90,CA,1575255850,85,54.52,-128.61,28.0,1.45
566,Isiolo,97,KE,1575255852,81,0.35,37.58,70.39,2.04
567,Quatre Cocos,40,MU,1575255853,73,-20.21,57.76,77.0,11.41
568,Jutai,44,BR,1575255854,85,-1.71,-47.89,75.87,3.06
569,Mayumba,100,GA,1575255855,80,-3.44,10.65,80.64,9.86
